0.12827,0.06947
0.19952,0.19065
0.24466,0.25698
0.29691,0.36128
0.37055,0.49332
0.43468,0.5873
0.50594,0.64924
0.57957,0.76512
0.64846,0.87005
0.69359,0.99024
0.74822,1.11618
0.77197,1.21402
0.80285,1.32829
0.82185,1.43134
0.83135,1.48018
0.87173,1.71868
0.91449,1.98959
0.95487,2.40584
0.9715,2.82119
