0.2888    0.09196
0.33584    0.19803
0.35938    0.28614
0.40405    0.38124
0.4464    0.50315
0.50281    0.58834
0.54747    0.67265
0.60389    0.76864
0.63685    0.89523
0.67213    0.98423
0.71684    1.1171
0.74741    1.18955
0.77332    1.29942
0.79922    1.4039
0.81573    1.49687
0.84876    1.71519
0.89358    1.99376
0.93146    2.41209
0.94353    2.83386
